task_id,split,connectivity,regions_median,regions_max,mask_preserved,regions_uniform_out,mean_fraction_changed,change_components,aligned_components,aligned_fraction,colour_determines_output,size_determines_output,size_rank_determines_output,bbox_determines_output
e734a0e8,training,4,12.5,16,False,False,0.07972316393007234,8,0,0.0,False,False,False,False
e74e1818,training,4,3.0,7,False,False,0.21052740133659217,19,6,0.3157894736842105,False,False,False,False
e760a62e,training,4,5.0,5,False,False,0.1732294592871516,33,33,1.0,False,False,False,False
e7639916,training,4,3.0,3,False,True,0.20218240093240092,9,9,1.0,False,False,False,False
e76a88a6,training,4,3.0,3,True,False,0.21,4,4,1.0,False,False,False,False
e7b06bea,training,4,2.0,2,False,True,0.5283333333333333,5,0,0.0,False,False,False,False
e7dd8335,training,4,1.0,1,True,False,0.15301923238431173,3,3,1.0,False,False,False,False
e8593010,training,4,2.0,2,False,True,0.26,47,47,1.0,False,False,False,False
e88171ec,training,4,13.0,15,False,False,0.027422925002564894,3,3,1.0,False,False,False,False
e8dc4411,training,4,1.0,2,True,False,0.07210012210012211,20,20,1.0,False,False,False,False
e9614598,training,4,2.0,2,False,True,0.05,2,2,1.0,False,False,False,False
e9ac8c9e,training,4,5.0,5,False,False,0.22666666666666668,15,15,1.0,False,False,False,False
e9afcf9a,training,4,1.0,1,True,False,0.5,6,6,1.0,False,False,False,False
e9bb6954,training,4,21.5,26,False,False,0.1789589767530944,51,37,0.7254901960784313,False,False,False,False
e9c9d9a1,training,4,1.0,1,False,True,0.3604288499025341,24,24,1.0,False,False,False,False
ea32f347,training,4,3.0,3,True,True,0.14,12,12,1.0,False,False,False,True
ea786f4a,training,4,1.0,1,False,False,0.33644746787603935,24,24,1.0,False,False,False,False
ea959feb,training,4,1.0,1,True,False,0.1006060606060606,15,15,1.0,False,False,False,False
ec883f72,training,4,2.0,2,False,True,0.043547453703703706,13,13,1.0,False,False,False,False
ecaa0ec1,training,4,5.0,5,False,False,0.07700068870523416,28,28,1.0,False,False,False,False
ecb67b6d,training,4,1.0,1,True,False,0.16982323232323235,11,11,1.0,False,False,False,False
ecdecbb3,training,4,3.0,4,False,False,0.10790114862513052,7,0,0.0,False,False,False,False
ed36ccf7,training,4,1.5,2,False,False,0.5,7,4,0.5714285714285714,False,False,False,False
edcc2ff0,training,4,4.0,4,False,False,0.04666666666666667,13,13,1.0,False,False,False,False
ef135b50,training,4,4.0,5,False,True,0.11,9,9,1.0,False,False,False,False
ef26cbf6,training,4,4.5,5,True,False,0.2077922077922078,11,11,1.0,False,False,False,False
f0100645,training,4,1.0,1,True,False,0.2758024691358025,16,16,1.0,False,False,False,False
f0df5ff0,training,4,30.0,34,False,False,0.13629629629629628,22,22,1.0,False,False,False,False
f0f8a26d,training,4,1.0,1,True,False,0.2912627963133014,51,51,1.0,False,False,False,False
f15e1fac,training,4,5.0,6,False,True,0.23572595704948643,28,28,1.0,False,False,False,False
f18ec8cc,training,4,1.0,1,True,False,0.8298687423687424,8,8,1.0,False,False,False,False
f1bcbc2c,training,4,1.5,2,False,False,0.1225,4,2,0.5,False,False,False,False
f1cefba8,training,4,1.0,1,False,False,0.13228993014209733,19,19,1.0,False,False,False,False
f21745ec,training,4,5.0,5,False,True,0.09646525470175504,22,22,1.0,False,False,False,False
f25ffba3,training,4,1.0,1,False,False,0.2875,2,2,1.0,False,False,False,False
f28a3cbb,training,4,1.0,1,True,False,0.2222222222222222,20,20,1.0,False,False,False,False
f341894c,training,4,1.0,1,True,False,0.04763605442176871,7,7,1.0,False,False,False,False
f35d900a,training,4,4.0,4,False,True,0.18206032412965187,28,28,1.0,False,False,False,False
f3b10344,training,4,7.0,9,False,True,0.08377777777777778,15,15,1.0,False,False,False,False
f3cdc58f,training,4,14.0,18,False,False,0.3233333333333333,33,29,0.8787878787878788,False,False,False,False
f3e14006,training,4,1.0,1,False,False,0.34375,10,6,0.6,False,False,False,False
f3e62deb,training,4,1.0,1,False,True,0.16,11,10,0.9090909090909091,False,False,False,False
f45f5ca7,training,4,2.0,4,False,True,0.1466666666666667,24,19,0.7916666666666666,False,False,False,False
f5c89df1,training,4,1.0,3,False,False,0.14990138067061143,9,3,0.3333333333333333,False,False,False,False
f76d97a5,training,4,1.0,1,False,False,1.0,3,3,1.0,False,False,False,False
f823c43c,training,4,1.0,1,True,False,0.16933479532163742,47,47,1.0,False,False,False,False
f83cb3f6,training,4,13.0,17,False,False,0.12946311858076565,48,43,0.8958333333333334,False,False,False,False
f8a8fe49,training,4,4.0,6,False,True,0.062222222222222213,16,16,1.0,False,False,False,False
f8be4b64,training,4,6.0,7,False,False,0.20505095332018408,33,33,1.0,False,False,False,False
f8c80d96,training,4,2.0,3,False,True,0.8166666666666665,10,10,1.0,False,False,False,False
f8cc533f,training,4,1.0,1,True,False,0.03248552002014606,20,20,1.0,False,False,False,False
f8f52ecc,training,4,1.0,1,True,False,0.0862962962962963,12,12,1.0,False,False,False,False
f9a67cb5,training,4,9.0,10,False,True,0.2165478312537136,3,3,1.0,False,False,False,False
f9d67f8b,training,4,1.0,1,True,False,0.05277777777777778,9,9,1.0,False,False,False,False
fafd9572,training,4,9.0,14,True,False,0.12083333333333332,15,15,1.0,False,False,False,False
fc10701f,training,4,1.0,1,True,False,0.06886574074074074,12,12,1.0,False,False,False,False
fc4aaf52,training,4,1.5,2,False,False,0.1328125,2,1,0.5,False,False,False,False
fc754716,training,4,1.0,1,False,True,0.7866666666666667,6,4,0.6666666666666666,False,False,False,False
fcc82909,training,4,2.0,3,False,False,0.12,7,7,1.0,False,False,False,False
fd02da9e,training,4,1.0,1,False,False,0.0703125,10,10,1.0,False,False,False,False
fd096ab6,training,4,1.0,1,True,False,0.029592803030303032,21,21,1.0,False,False,False,False
fd4b2b02,training,4,1.0,1,False,True,0.14929524872484648,36,36,1.0,False,False,False,False
fe45cba4,training,4,1.0,1,True,False,0.1875,4,4,1.0,False,False,False,False
fe9372f3,training,4,1.0,1,False,True,0.26696428571428577,37,37,1.0,False,False,False,False
fea12743,training,4,6.0,9,True,True,0.1875,9,9,1.0,False,False,False,False
ff2825db,training,4,4.0,6,False,False,0.5333333333333333,11,8,0.7272727272727273,False,False,False,False
ff72ca3e,training,4,2.0,9,False,True,0.2823232323232323,5,5,1.0,False,False,False,False
135a2760,evaluation,4,1.0,1,True,False,0.017432567432567433,7,7,1.0,False,False,False,False
13e47133,evaluation,4,1.0,1,False,False,0.7376282051282051,9,9,1.0,False,False,False,False
142ca369,evaluation,4,8.0,8,False,True,0.09713991769547325,110,110,1.0,False,False,False,False
16b78196,evaluation,4,5.5,7,False,False,0.09166666666666667,11,10,0.9090909090909091,False,False,False,False
16de56c4,evaluation,4,8.0,9,False,True,0.1208994708994709,18,17,0.9444444444444444,False,False,False,False
1818057f,evaluation,4,1.0,1,True,False,0.09586056644880174,12,12,1.0,False,False,False,False
195c6913,evaluation,4,1.0,4,False,False,0.12843333333333332,16,15,0.9375,False,False,False,False
1ae2feb7,evaluation,4,2.0,2,False,False,0.10218531468531468,25,25,1.0,False,False,False,False
221dfab4,evaluation,4,1.0,1,True,False,0.13949843260188088,19,19,1.0,False,False,False,False
247ef758,evaluation,4,4.0,9,False,False,0.15785714285714283,26,26,1.0,False,False,False,False
271d71e2,evaluation,4,3.0,4,False,False,0.3502418941432783,8,0,0.0,False,False,False,False
28a6681f,evaluation,4,1.0,2,False,False,0.09333333333333334,7,7,1.0,False,False,False,False
2b83f449,evaluation,4,2.0,3,True,False,0.2691157526683843,44,44,1.0,False,False,False,False
2c181942,evaluation,4,1.0,1,True,False,0.09955432865577792,27,27,1.0,False,False,False,False
31f7f899,evaluation,4,1.0,1,True,False,0.07654684753585851,14,14,1.0,False,False,False,False
332f06d7,evaluation,4,1.0,1,False,False,0.046671095521541944,8,8,1.0,False,False,False,False
35ab12c3,evaluation,4,12.0,13,False,False,0.2141358024691358,31,31,1.0,False,False,False,False
36a08778,evaluation,4,1.0,1,True,False,0.28778599046456194,6,6,1.0,False,False,False,False
3dc255db,evaluation,4,5.0,5,False,False,0.06833333333333333,16,16,1.0,False,False,False,False
3e6067c3,evaluation,4,1.0,1,True,False,0.04121768492138863,18,18,1.0,False,False,False,False
409aa875,evaluation,4,1.0,3,True,False,0.026041666666666668,18,18,1.0,False,False,False,False
446ef5d2,evaluation,4,1.0,1,False,False,0.44625,8,6,0.75,False,False,False,False
4a21e3da,evaluation,4,1.0,1,True,False,0.1728395061728395,17,17,1.0,False,False,False,False
4c3d4a41,evaluation,4,2.0,2,False,False,0.20625,8,6,0.75,False,False,False,False
4c416de3,evaluation,4,3.0,4,False,False,0.049893765529736366,33,22,0.6666666666666666,False,False,False,False
53fb4810,evaluation,4,1.0,1,True,False,0.053158345277910496,2,2,1.0,False,False,False,False
581f7754,evaluation,4,1.0,1,True,False,0.20239898989898988,25,25,1.0,False,False,False,False
5961cc34,evaluation,4,1.0,1,True,False,0.15965744400527007,7,7,1.0,False,False,False,False
62593bfd,evaluation,4,3.5,6,False,False,0.09194653299916458,23,23,1.0,False,False,False,False
64efde09,evaluation,4,1.0,1,True,False,0.135173255862911,17,17,1.0,False,False,False,False
6e453dd6,evaluation,4,5.0,6,False,False,0.2928125,29,21,0.7241379310344828,False,False,False,False
6e4f6532,evaluation,4,1.0,1,True,False,0.125,9,9,1.0,False,False,False,False
71e489b6,evaluation,4,3.0,5,False,False,0.11653041150670795,19,16,0.8421052631578947,False,False,False,False
7491f3cf,evaluation,4,1.0,6,False,False,0.06142857142857143,18,18,1.0,False,False,False,False
7666fa5d,evaluation,4,1.0,1,True,False,0.26171875,5,5,1.0,False,False,False,False
7b0280bc,evaluation,4,1.0,1,False,False,0.07351851851851852,13,11,0.8461538461538461,False,False,False,False
7b80bb43,evaluation,4,9.0,17,False,False,0.02693452380952381,16,13,0.8125,False,False,False,False
7c66cb00,evaluation,4,1.0,1,True,False,0.1037037037037037,21,21,1.0,False,False,False,False
7ed72f31,evaluation,4,1.0,1,True,False,0.05555555555555555,12,12,1.0,False,False,False,False
800d221b,evaluation,4,1.0,1,True,False,0.2675,15,15,1.0,False,False,False,False
80a900e0,evaluation,4,250.0,360,True,True,0.0751984126984127,80,80,1.0,False,False,False,False
88bcf3b4,evaluation,4,3.0,4,False,False,0.09752819472015387,29,29,1.0,False,False,False,False
88e364bc,evaluation,4,5.0,6,False,False,0.016666666666666666,20,20,1.0,False,False,False,False
8b7bacbf,evaluation,4,18.5,21,False,False,0.05138888888888889,11,11,1.0,False,False,False,False
8b9c3697,evaluation,4,1.0,1,False,False,0.0653907496012759,18,18,1.0,False,False,False,False
8e5c0c38,evaluation,4,3.5,6,False,False,0.013429752066115703,10,10,1.0,False,False,False,False
8f215267,evaluation,4,1.0,1,True,False,0.06748582230623819,39,39,1.0,False,False,False,False
8f3a5a89,evaluation,4,1.0,1,True,False,0.32973958333333336,6,6,1.0,False,False,False,False
9385bd28,evaluation,4,5.0,8,False,False,0.2641938997821351,8,8,1.0,False,False,False,False
97d7923e,evaluation,4,4.0,7,True,False,0.04111111111111112,4,4,1.0,False,False,False,False
981571dc,evaluation,4,1.0,1,False,False,0.10361111111111113,14,14,1.0,False,False,False,False
9aaea919,evaluation,4,1.0,1,False,False,0.06,18,18,1.0,False,False,False,False
9bbf930d,evaluation,4,1.0,1,True,False,0.024675659737579247,20,20,1.0,False,False,False,False
a25697e4,evaluation,4,1.0,1,True,False,0.05777777777777778,6,6,1.0,False,False,False,False
a395ee82,evaluation,4,1.0,1,True,False,0.09986225895316804,23,23,1.0,False,False,False,False
a47bf94d,evaluation,4,6.0,15,False,False,0.07184283021603595,98,98,1.0,False,False,False,False
aa4ec2a5,evaluation,4,1.0,1,True,False,0.28812974465148383,7,7,1.0,False,False,False,False
abc82100,evaluation,4,18.0,34,False,False,0.3249826388888889,101,96,0.9504950495049505,False,False,False,False
b10624e5,evaluation,4,1.0,1,True,False,0.056241426611796985,15,15,1.0,False,False,False,False
b5ca7ac4,evaluation,4,1.0,7,False,False,0.4951790633608815,21,17,0.8095238095238095,False,False,False,False
b6f77b65,evaluation,4,2.0,2,False,False,0.24166666666666664,8,3,0.375,False,False,False,False
b99e7126,evaluation,4,1.0,1,True,False,0.02933016250495442,10,10,1.0,False,False,False,False
b9e38dc0,evaluation,4,1.0,7,False,False,0.34162037037037035,4,4,1.0,False,False,False,False
c4d067a0,evaluation,4,1.0,1,True,False,0.05293005671077505,16,16,1.0,False,False,False,False
c7f57c3e,evaluation,4,1.0,1,True,False,0.05555555555555555,9,9,1.0,False,False,False,False
cb2d8a2c,evaluation,4,1.0,1,True,False,0.11431162599282202,20,20,1.0,False,False,False,False
cbebaa4b,evaluation,4,5.0,5,False,False,0.1828512396694215,7,4,0.5714285714285714,False,False,False,False
d35bdbdc,evaluation,4,7.0,8,False,False,0.26,14,14,1.0,False,False,False,False
d59b0160,evaluation,4,8.0,10,False,False,0.24088541666666666,6,0,0.0,False,False,False,False
d8e07eb2,evaluation,4,1.0,1,True,False,0.22424242424242422,19,19,1.0,False,False,False,False
da515329,evaluation,4,4.0,4,False,True,0.4710062270431588,13,13,1.0,False,False,False,False
db0c5428,evaluation,4,1.0,1,True,False,0.26359432710064634,27,27,1.0,False,False,False,False
db695cfb,evaluation,4,1.0,1,True,False,0.08130751964085298,59,59,1.0,False,False,False,False
dbff022c,evaluation,4,4.0,6,False,False,0.05194444444444444,8,8,1.0,False,False,False,False
dd6b8c4b,evaluation,4,1.0,1,True,False,0.08264462809917356,16,16,1.0,False,False,False,False
de809cff,evaluation,4,8.0,9,False,False,0.29625,31,18,0.5806451612903226,False,False,False,False
dfadab01,evaluation,4,10.0,25,False,False,0.42875,56,32,0.5714285714285714,False,False,False,False
e12f9a14,evaluation,4,1.0,1,True,False,0.12187499999999998,57,57,1.0,False,False,False,False
e3721c99,evaluation,4,12.5,14,False,True,0.24888888888888888,17,17,1.0,False,False,False,False
e376de54,evaluation,4,1.0,1,True,False,0.03515625,17,17,1.0,False,False,False,False
faa9f03d,evaluation,4,5.5,8,False,False,0.08680555555555555,32,29,0.90625,False,False,False,False
009d5c81,training,8,2.0,2,False,True,0.14591836734693878,10,10,1.0,False,False,False,False
00d62c1b,training,8,1.0,8,False,True,0.0586111111111111,11,11,1.0,False,False,False,False
00dbd492,training,8,3.0,4,False,True,0.2244499009334174,6,6,1.0,False,False,False,False
025d127b,training,8,1.5,2,False,False,0.1468253968253968,5,1,0.2,False,False,False,False
03560426,training,8,3.0,4,False,False,0.38000000000000006,9,6,0.6666666666666666,False,False,False,False
045e512c,training,8,3.0,4,False,True,0.06953892668178381,18,18,1.0,False,False,False,False
05269061,training,8,1.0,2,False,False,0.7755102040816326,5,5,1.0,False,False,False,False
05a7bcf2,training,8,6.0,6,False,False,0.2740740740740741,22,0,0.0,False,False,False,False
05f2a901,training,8,2.0,2,False,True,0.15901875901875903,4,2,0.5,False,False,False,False
0607ce86,training,8,14.0,20,False,False,0.09282406219165112,86,86,1.0,False,False,False,False
06df4c85,training,8,1.0,1,False,False,0.062035286704473856,23,23,1.0,False,False,False,False
070dd51e,training,8,10.0,10,False,True,0.07333333333333333,5,5,1.0,False,False,False,False
08ed6ac7,training,8,4.0,4,True,True,0.2777777777777778,8,8,1.0,False,False,False,False
09629e4f,training,8,1.5,2,False,False,0.4690082644628099,45,29,0.6444444444444445,False,False,False,False
0962bcdd,training,8,2.0,2,False,False,0.16666666666666666,4,4,1.0,False,False,False,False
09c534e7,training,8,3.0,3,True,False,0.06865226337448559,35,35,1.0,False,False,False,False
0a2355a6,training,8,4.0,4,True,True,0.3302540713254999,15,15,1.0,False,True,True,True
0a938d79,training,8,2.0,2,False,True,0.30933844265637744,30,30,1.0,False,False,False,False
0b17323b,training,8,3.0,3,False,True,0.011111111111111112,5,5,1.0,False,False,False,False
0becf7df,training,8,2.0,2,True,False,0.19000000000000003,3,3,1.0,False,False,False,False
0ca9ddb6,training,8,3.0,5,False,True,0.1316872427983539,20,20,1.0,False,False,False,False
0d3d703e,training,8,1.0,1,True,False,1.0,4,4,1.0,False,False,False,False
0d87d2a6,training,8,10.0,10,False,True,0.20206043956043954,3,0,0.0,False,False,False,False
0e206a2e,training,8,4.0,6,False,False,0.08667328042328043,8,8,1.0,False,False,False,False
0e671a1a,training,8,3.0,3,False,True,0.128698224852071,4,4,1.0,False,False,False,False
0f63c0b9,training,8,3.0,4,False,True,0.4222222222222222,4,4,1.0,False,False,False,False
103eff5b,training,8,2.0,2,True,False,0.15996503496503497,2,2,1.0,False,False,False,False
11852cab,training,8,1.0,6,False,False,0.03,9,9,1.0,False,False,False,False
1190bc91,training,8,3.0,3,False,False,0.6683333333333333,4,4,1.0,False,False,False,False
11dc524f,training,8,1.0,1,True,False,0.055226824457593686,7,7,1.0,False,False,False,False
11e1fe23,training,8,3.0,3,False,True,0.031818181818181815,2,2,1.0,False,False,False,False
12422b43,training,8,2.0,2,False,False,0.17024786324786326,5,5,1.0,False,False,False,False
12eac192,training,8,2.0,2,True,False,0.254265873015873,14,14,1.0,False,False,False,False
13713586,training,8,4.0,4,False,True,0.365080738177624,5,5,1.0,False,False,False,False
137f0df0,training,8,9.0,9,False,True,0.41333333333333333,3,3,1.0,False,False,False,False
13f06aa5,training,8,1.0,1,False,False,0.15126447626447626,12,12,1.0,False,False,False,False
140c817e,training,8,1.0,1,True,False,0.5598199032542467,3,3,1.0,False,False,False,False
14754a24,training,8,7.0,8,True,False,0.0391577903091061,18,18,1.0,False,False,False,False
1478ab18,training,8,1.0,1,True,False,0.203125,3,3,1.0,False,False,False,False
14b8e18c,training,8,1.0,1,True,False,0.10666666666666667,13,13,1.0,False,False,False,False
150deff5,training,8,1.0,1,True,False,0.2230218855218855,3,3,1.0,False,False,False,False
15113be4,training,8,3.0,4,True,False,0.018903591682419663,9,9,1.0,False,False,False,False
15663ba9,training,8,2.0,3,True,False,0.11195798503490811,47,47,1.0,False,False,False,False
17829a00,training,8,1.0,1,True,False,0.1953125,21,21,1.0,False,False,False,False
178fcbfb,training,8,4.0,5,False,True,0.3303077066965956,13,13,1.0,False,False,False,False
17b80ad2,training,8,12.0,23,False,False,0.11599656685971756,26,26,1.0,False,False,False,False
17b866bd,training,8,1.0,1,False,False,0.11486235119047619,10,10,1.0,False,False,False,False
17cae0c1,training,8,2.5,3,False,False,1.0,4,0,0.0,False,False,False,False
18286ef8,training,8,9.0,9,True,False,0.02701388888888889,6,6,1.0,False,False,False,False
182e5d0f,training,8,1.0,1,True,False,0.09611275476660092,5,5,1.0,False,False,False,False
18419cfa,training,8,2.0,4,False,True,0.02178185036640919,4,4,1.0,False,False,False,False
18447a8d,training,8,1.0,1,True,False,0.36473330590977654,18,18,1.0,False,False,False,False
184a9768,training,8,17.0,17,False,False,0.14875258799171842,56,56,1.0,False,False,False,False
1a07d186,training,8,7.0,8,False,True,0.03734335839598998,27,26,0.9629629629629629,False,False,False,False
1a244afd,training,8,1.0,1,True,False,0.05645833333333333,14,14,1.0,False,False,False,False
1acc24af,training,8,4.5,5,True,True,0.06423611111111112,8,8,1.0,False,False,False,False
1b59e163,training,8,1.0,1,True,False,0.13425925925925924,17,17,1.0,False,False,False,False
1b60fb0c,training,8,1.0,1,False,True,0.09333333333333334,3,3,1.0,False,False,False,False
1b8318e3,training,8,11.0,14,False,True,0.09703703703703705,29,17,0.5862068965517241,False,False,False,False
1bfc4729,training,8,2.0,2,False,True,0.5,2,2,1.0,False,False,False,False
1c02dbbe,training,8,1.0,1,False,False,0.2740740740740741,5,5,1.0,False,False,False,False
1c0d0a4b,training,8,5.0,7,False,True,0.44045584045584046,13,0,0.0,False,False,False,False
1c56ad9f,training,8,1.0,1,False,False,0.10304029304029304,41,14,0.34146341463414637,False,False,False,False
1caeab9d,training,8,3.0,3,False,False,0.16,12,12,1.0,False,False,False,False
1d0a4b61,training,8,1.0,1,False,False,0.11359999999999999,11,11,1.0,False,False,False,False
1d398264,training,8,1.0,1,False,False,0.18546296296296297,24,24,1.0,False,False,False,False
1d61978c,training,8,1.0,1,True,False,0.10546875,9,9,1.0,False,False,False,False
1da012fc,training,8,4.5,5,True,False,0.1014354066985646,7,7,1.0,False,False,False,False
1e0a9b12,training,8,3.0,4,False,False,0.29537037037037034,11,8,0.7272727272727273,False,False,False,False
1e32b0e9,training,8,6.0,6,False,True,0.13494809688581313,24,24,1.0,False,False,False,False
1e5d6875,training,8,1.0,1,True,False,0.140625,4,4,1.0,False,False,False,False
1e81d6f9,training,8,20.0,24,False,False,0.019259259259259257,13,13,1.0,False,False,False,False
1efba499,training,8,9.0,10,False,False,0.09656084656084656,42,40,0.9523809523809523,False,False,False,False
1f0c79e5,training,8,1.0,1,False,True,0.2623456790123456,4,0,0.0,False,False,False,False
1f642eb9,training,8,6.0,7,True,False,0.04666666666666667,10,10,1.0,False,False,False,False
1f876c06,training,8,8.0,8,False,True,0.09333333333333334,11,11,1.0,False,False,False,False
20981f0e,training,8,13.0,15,False,False,0.09082406241848966,15,4,0.26666666666666666,False,False,False,False
212895b5,training,8,21.0,22,False,False,0.11545092305928219,15,15,1.0,False,False,False,False
21f83797,training,8,2.0,2,False,True,0.39349112426035504,2,2,1.0,False,False,False,False
2204b7a8,training,8,7.0,8,True,True,0.04666666666666667,14,14,1.0,False,False,False,False
22168020,training,8,1.0,2,False,False,0.13999999999999999,5,5,1.0,False,False,False,False
22208ba4,training,8,1.0,1,True,False,0.20612572903492948,10,10,1.0,False,False,False,False
22233c11,training,8,1.0,2,False,True,0.04,8,8,1.0,False,False,False,False
22806e14,training,8,1.0,1,True,False,0.026041666666666668,12,12,1.0,False,False,False,False
2281f1f4,training,8,6.0,6,False,True,0.12666666666666668,24,24,1.0,False,False,False,False
228f6490,training,8,5.0,6,False,False,0.18666666666666668,12,12,1.0,False,False,False,False
22a4bbc2,training,8,1.0,1,True,False,0.24954573934837093,16,16,1.0,False,False,False,False
22eb0ac0,training,8,8.0,10,False,True,0.08,3,3,1.0,False,False,False,False
230f2e48,training,8,1.0,1,True,False,0.09120370370370372,5,5,1.0,False,False,False,False
23581191,training,8,2.0,2,False,True,0.37037037037037035,2,2,1.0,False,False,False,False
25094a63,training,8,1.0,1,True,False,0.1288888888888889,6,6,1.0,False,False,False,False
252143c9,training,8,1.0,1,False,False,0.3489627255861022,15,15,1.0,False,False,False,False
253bf280,training,8,2.5,5,False,True,0.06069786694786695,9,9,1.0,False,False,False,False
2546ccf6,training,8,1.0,1,False,False,0.022359821121431027,3,3,1.0,False,False,False,False
256b0a75,training,8,18.0,27,False,False,0.5334335114580862,3,0,0.0,False,False,False,False
25d487eb,training,8,1.0,1,False,False,0.0500925925925926,3,3,1.0,False,False,False,False
25d8a9c8,training,8,1.0,1,False,False,1.0,4,4,1.0,False,False,False,False
25ff71a9,training,8,1.0,1,False,False,0.5555555555555556,4,0,0.0,False,False,False,False
2601afb7,training,8,1.0,1,True,False,0.2875327868112861,12,12,1.0,False,False,False,False
264363fd,training,8,1.0,1,True,False,0.08851851851851851,11,11,1.0,False,False,False,False
2685904e,training,8,3.0,3,False,False,0.08333333333333333,15,15,1.0,False,False,False,False
272f95fa,training,8,1.0,1,False,True,0.41896407685881365,10,10,1.0,False,False,False,False
27a77e38,training,8,1.0,1,False,False,0.057173091458805746,3,3,1.0,False,False,False,False
28e73c20,training,8,0.0,0,False,False,0.6060151216305062,5,5,1.0,False,False,False,False
292dd178,training,8,1.0,1,True,False,0.1202020202020202,5,5,1.0,False,False,False,False
29623171,training,8,6.0,6,False,False,0.1322314049586777,23,23,1.0,False,False,False,False
29700607,training,8,4.0,4,False,False,0.1863942454851546,3,3,1.0,False,False,False,False
29c11459,training,8,2.0,2,False,True,0.16363636363636364,2,2,1.0,False,False,False,False
2a28add5,training,8,1.0,1,False,False,0.4,9,8,0.8888888888888888,False,False,False,False
2a5f8217,training,8,5.0,8,True,False,0.13288610005781723,8,8,1.0,False,False,False,False
2b01abd0,training,8,2.0,2,False,False,0.12185345518678851,6,6,1.0,False,False,False,False
2b9ef948,training,8,2.0,2,False,False,0.9948148148148149,3,0,0.0,False,False,False,False
2bcee788,training,8,1.0,1,False,True,0.9575,4,0,0.0,False,False,False,False
2bee17df,training,8,1.0,1,False,False,0.3048148148148148,3,3,1.0,False,False,False,False
2c608aff,training,8,1.0,1,True,False,0.032374338624338625,7,7,1.0,False,False,False,False
2c737e39,training,8,2.0,2,False,False,0.06759259259259259,3,0,0.0,False,False,False,False
2dd70a9a,training,8,14.0,16,False,False,0.06259259259259259,3,3,1.0,False,False,False,False
2de01db2,training,8,1.0,1,False,False,1.0,3,0,0.0,False,False,False,False
2e65ae53,training,8,4.0,4,False,False,0.16012396694214875,24,24,1.0,False,False,False,False
2f767503,training,8,1.0,1,True,False,0.04952991452991453,6,6,1.0,False,False,False,False
2faf500b,training,8,3.0,4,False,False,0.2488425925925926,18,15,0.8333333333333334,False,False,False,False
305b1341,training,8,37.0,40,False,True,0.36999999999999994,7,7,1.0,False,False,False,False
30f42897,training,8,1.0,1,True,False,0.17777777777777778,10,10,1.0,False,False,False,False
319f2597,training,8,1.0,1,False,False,0.15583333333333335,4,4,1.0,False,False,False,False
31aa019c,training,8,9.0,12,False,False,0.26333333333333336,27,25,0.9259259259259259,False,False,False,False
31adaf00,training,8,3.0,5,False,True,0.24,12,12,1.0,False,False,False,False
320afe60,training,8,1.0,1,True,False,0.19694898403032376,20,20,1.0,False,False,False,False
321b1fc6,training,8,3.5,4,False,False,0.18,7,7,1.0,False,False,False,False
32597951,training,8,10.0,33,True,False,0.03575547866205306,7,7,1.0,False,False,False,False
32e9702f,training,8,2.0,3,False,False,0.8438681027966742,3,0,0.0,False,False,False,False
332202d5,training,8,1.0,1,False,False,1.0,3,2,0.6666666666666666,False,False,False,False
332efdb3,training,8,0.0,0,False,False,0.8195985554715713,3,3,1.0,False,False,False,False
3345333e,training,8,1.0,1,False,False,0.0546875,2,2,1.0,False,False,False,False
3391f8c0,training,8,4.5,5,False,False,0.20890770449593982,14,0,0.0,False,False,False,False
33b52de3,training,8,16.5,17,True,False,0.21928166351606804,31,31,1.0,False,False,False,False
342ae2ed,training,8,1.0,1,False,False,0.0546875,8,8,1.0,False,False,False,False
342dd610,training,8,1.0,1,True,False,0.035,12,12,1.0,False,False,False,False
3490cc26,training,8,8.5,12,False,True,0.08763507326007325,7,7,1.0,False,False,False,False
34cfa167,training,8,2.5,4,False,False,0.22994366744366745,2,2,1.0,False,False,False,False
3618c87e,training,8,1.0,1,False,False,0.13333333333333333,10,10,1.0,False,False,False,False
363442ee,training,8,6.0,6,False,False,0.3333333333333333,3,0,0.0,False,False,False,False
36d67576,training,8,3.0,3,False,False,0.047337278106508875,18,18,1.0,False,False,False,False
36fdfd69,training,8,7.0,10,True,False,0.051054310613134146,10,10,1.0,False,False,False,False
37ce87bb,training,8,1.0,1,True,False,0.06277056277056277,3,3,1.0,False,False,False,False
37d3e8b2,training,8,5.0,6,True,True,0.37370242214532867,15,15,1.0,False,False,False,False
3906de3d,training,8,3.0,4,False,False,0.12666666666666668,11,10,0.9090909090909091,False,False,False,False
396d80d7,training,8,1.0,1,True,False,0.052734375,15,15,1.0,False,False,False,False
39e1d7f9,training,8,1.0,1,False,False,0.09773662551440328,20,20,1.0,False,False,False,False
3a301edc,training,8,1.0,1,False,False,0.24610409198644492,5,5,1.0,False,False,False,False
3aa6fb7a,training,8,2.5,3,False,True,0.05102040816326531,4,4,1.0,False,False,False,False
3ac3eb23,training,8,1.5,2,False,True,0.22857142857142856,3,3,1.0,False,False,False,False
3ad05f52,training,8,2.0,3,False,False,0.2052523625799488,3,3,1.0,False,False,False,False
3bd292e8,training,8,1.0,1,True,False,0.6881377551020408,9,9,1.0,False,False,False,False
